Frequency [Hz]	Real_part [V/V]	Imag_part [V/V]
    40.1755599998426e+006    407.750054080808e-003    271.180504773546e-003
    40.2709799998422e+006    435.722294342435e-003    220.211403181870e-003
    40.3663999998418e+006    457.424665311679e-003    166.387795482392e-003
    40.4618199998414e+006    472.435438056033e-003    111.129575164363e-003
    40.5572399998411e+006    480.875452242713e-003    53.9986796495789e-003
    40.6526599998407e+006    482.469747778286e-003   -3.42857062533303e-003
    40.7480799998403e+006    477.288932967289e-003   -60.5779623426795e-003
    40.8434999998399e+006    465.400484810525e-003   -116.492138097625e-003
    40.9389199998396e+006    446.973730826601e-003   -170.573665605240e-003
    41.0343399998392e+006    422.079553462546e-003   -222.452163742970e-003
    41.1297599998388e+006    391.533084063355e-003   -270.338166741039e-003
    41.2251799998384e+006    355.724283185114e-003   -314.050451937559e-003
    41.3205999998381e+006    314.946186391769e-003   -353.265684168527e-003
    41.4160199998377e+006    270.018784957312e-003   -387.153918114369e-003
    41.5114399998373e+006    221.403633009350e-003   -415.506618934129e-003
    41.6068599998369e+006    169.934669041782e-003   -437.762720202792e-003
    41.7022799998366e+006    116.386449851015e-003   -453.708808834740e-003
    41.7976999998362e+006    61.3023760000683e-003   -463.157567884909e-003
    41.8931199998358e+006    5.71616551484913e-003   -466.027579011223e-003
    41.9885399998354e+006   -49.7121749372753e-003   -462.244021674363e-003
    42.0839599998351e+006   -104.164804334190e-003   -451.935432361881e-003
    42.1793799998347e+006   -156.569988990308e-003   -435.421024051085e-003
    42.2747999998343e+006   -207.069651752027e-003   -412.527678293275e-003
    42.3702199998339e+006   -254.376372992339e-003   -383.836646681889e-003
    42.4656399998335e+006   -297.774161768504e-003   -349.866602474650e-003
    42.5610599998332e+006   -336.638457170356e-003   -311.104684617127e-003
    42.6564799998328e+006   -370.206139412819e-003   -268.538298104920e-003
    42.7518999998324e+006   -398.715642205115e-003   -221.969230825514e-003
    42.8473199998320e+006   -421.501875180611e-003   -172.307923375168e-003
    42.9427399998317e+006   -438.077654315231e-003   -120.513832769798e-003
    43.0381599998313e+006   -448.466804336645e-003   -66.6118385014006e-003
    43.1335799998309e+006   -452.264388801234e-003   -12.3595842803620e-003
    43.2289999998305e+006   -449.543829395318e-003    41.7957836014609e-003
    43.3244199998302e+006   -440.470336363184e-003    94.9742232022181e-003
    43.4198399998298e+006   -425.204248731751e-003    146.282974623943e-003
    43.5152599998294e+006   -403.858840752902e-003    195.679114625712e-003
    43.6106799998290e+006   -376.747165570066e-003    242.254332105258e-003
    43.7060999998287e+006   -344.388981551347e-003    285.109207055707e-003
    43.8015199998283e+006   -306.953680397470e-003    323.898890764009e-003
    43.8969399998279e+006   -265.226560471681e-003    357.853480812941e-003
    43.9923599998275e+006   -219.848941446107e-003    386.469664888647e-003
    44.0877799998272e+006   -171.739239781099e-003    409.283403276012e-003
    44.1831999998268e+006   -121.194065940808e-003    426.191016398543e-003
    44.2786199998264e+006   -68.9141954558493e-003    436.916171595436e-003
    44.3740399998260e+006   -15.8379229623699e-003    441.320120545679e-003
    44.4694599998257e+006    37.1710233062706e-003    439.294897337077e-003
    44.5648799998253e+006    89.6591087656769e-003    430.938822863846e-003
    44.6602999998249e+006    140.685815622936e-003    416.372655275386e-003
    44.7557199998245e+006    189.441321891549e-003    395.812194295213e-003
    44.8511399998242e+006    235.395241131089e-003    369.563517529203e-003
    44.9465599998238e+006    277.483887812048e-003    338.248762550694e-003
    45.0419799998234e+006    315.785965337027e-003    301.825646281002e-003
    45.1373999998230e+006    349.652889715613e-003    260.799605087635e-003
    45.2328199998226e+006    378.035576540242e-003    216.418850823435e-003
    45.3282399998223e+006    400.802788623501e-003    168.946471285071e-003
    45.4236599998219e+006    417.730614726795e-003    119.089921328157e-003
    45.5190799998215e+006    428.396155046309e-003    68.0917423599793e-003
    45.6144999998211e+006    432.936372962815e-003    15.7702782582392e-003
    45.7099199998208e+006    431.066255314330e-003   -36.6341306631208e-003
    45.8053399998204e+006    422.931392614023e-003   -88.4600520367046e-003
    45.9007599998200e+006    408.517967062650e-003   -139.023438973131e-003
    45.9961799998196e+006    387.967879442469e-003   -187.686358823198e-003
    46.0915999998193e+006    361.820183270718e-003   -233.164410504460e-003
    46.1870199998189e+006    330.443686220264e-003   -275.067160654646e-003
    46.2824399998185e+006    294.353513088991e-003   -312.739691183077e-003
    46.3778599998181e+006    253.890420763049e-003   -345.746640891471e-003
    46.4732799998178e+006    209.751232028242e-003   -373.592344385271e-003
    46.5686999998174e+006    162.666312667788e-003   -395.844706632374e-003
    46.6641199998170e+006    113.084611641269e-003   -412.263152059142e-003
    46.7595399998166e+006    61.9161815683627e-003   -422.555977935591e-003
    46.8549599998163e+006    10.0113844194988e-003   -426.505798541037e-003
    46.9503799998159e+006   -41.8607783795920e-003   -424.090040268565e-003
    47.0457999998155e+006   -92.6831729010933e-003   -415.510861155946e-003
    47.1412199998151e+006   -142.710526833383e-003   -400.678031270283e-003
    47.2366399998148e+006   -190.848379318582e-003   -379.688674856183e-003
    47.3320599998144e+006   -235.573278428372e-003   -353.190288208079e-003
    47.4274799998140e+006   -276.794606772422e-003   -321.435062789253e-003
    47.5228999998136e+006   -313.543448534529e-003   -285.096338406189e-003
    47.6183199998132e+006   -345.645798789286e-003   -244.552711274774e-003
    47.7137399998129e+006   -372.728553938821e-003   -200.124955552357e-003
    47.8091599998125e+006   -394.122052396036e-003   -152.778942010086e-003
    47.9045799998121e+006   -409.545366375441e-003   -103.202117543452e-003

 
